 	Label	Area	Mean	Min	Max
936	correctedImage	165	72.333	66	88
937	correctedImage	976	94.991	66	131
938	correctedImage	4	66.500	66	67
939	correctedImage	1	66.000	66	66
940	correctedImage	9	66.667	66	69
941	correctedImage	1204	139.183	66	183
942	correctedImage	280	95.689	66	139
943	correctedImage	2266	124.794	66	173
944	correctedImage	129	69.814	66	78
945	correctedImage	863	125.954	66	167
946	correctedImage	412	143.932	66	196
947	correctedImage	653	122.904	66	182
948	correctedImage	2766	101.181	66	155
949	correctedImage	795	115.594	66	159
950	correctedImage	2576	109.224	66	171
951	correctedImage	7	67.571	66	70
952	correctedImage	557	97.968	66	140
953	correctedImage	4	66.250	66	67
954	correctedImage	369	150.734	66	180
955	correctedImage	657	120.097	66	178
956	correctedImage	292	91.613	66	115
957	correctedImage	1	66.000	66	66
958	correctedImage	231	76.108	66	97
959	correctedImage	300	98.143	66	128
960	correctedImage	816	100.441	66	136
961	correctedImage	2881	113.604	66	164
962	correctedImage	28	70.107	66	79
963	correctedImage	7	67.857	67	70
964	correctedImage	3	66.000	66	66
965	correctedImage	941	92.184	66	122
966	correctedImage	432	84.039	66	101
967	correctedImage	6	68.000	66	71
968	correctedImage	1	67.000	67	67
969	correctedImage	86	71.616	66	81
970	correctedImage	2	66.500	66	67
971	correctedImage	9	68.333	66	72
972	correctedImage	1772	131.752	66	175
973	correctedImage	341	120.323	66	161
974	correctedImage	154	72.851	66	90
975	correctedImage	274	96.354	66	134
976	correctedImage	346	139.384	66	177
977	correctedImage	336	126.065	66	176
978	correctedImage	5	68.800	66	71
979	correctedImage	1075	79.888	66	116
980	correctedImage	264	72.019	66	85
981	correctedImage	19	69.474	66	74
982	correctedImage	1	66.000	66	66
983	correctedImage	8	67.500	66	69
984	correctedImage	1156	107.666	66	193
985	correctedImage	880	92.832	66	135
986	correctedImage	11	69.182	66	73
987	correctedImage	44	71.432	66	82
988	correctedImage	1409	108.542	66	164
989	correctedImage	169	78.030	66	100
990	correctedImage	1211	115.197	66	179
991	correctedImage	1	66.000	66	66
992	correctedImage	1	66.000	66	66
993	correctedImage	562	106.980	66	172
994	correctedImage	1	66.000	66	66
995	correctedImage	4	66.750	66	68
996	correctedImage	1	66.000	66	66
997	correctedImage	264	89.292	66	118
998	correctedImage	242	82.880	66	107
999	correctedImage	296	84.986	66	112
1000	correctedImage	8	68.000	66	70
1001	correctedImage	715	105.885	66	161
1002	correctedImage	310	103.226	66	131
1003	correctedImage	836	112.610	66	175
1004	correctedImage	7	67.571	66	69
1005	correctedImage	1781	123.126	66	170
1006	correctedImage	1	66.000	66	66
1007	correctedImage	627	100.525	66	144
1008	correctedImage	5837	110.036	66	159
1009	correctedImage	4	66.250	66	67
1010	correctedImage	1	66.000	66	66
1011	correctedImage	585	112.258	66	163
1012	correctedImage	100	70.690	66	82
1013	correctedImage	771	119.141	66	152
1014	correctedImage	574	89.782	66	119
1015	correctedImage	578	118.481	66	158
1016	correctedImage	281	85.274	66	110
1017	correctedImage	517	103.377	66	158
1018	correctedImage	4250	104.647	66	152
1019	correctedImage	552	89.969	66	129
1020	correctedImage	2692	118.962	66	175
1021	correctedImage	1454	106.884	66	158
1022	correctedImage	1	66.000	66	66
1023	correctedImage	220	81.532	66	120
1024	correctedImage	1	67.000	67	67
1025	correctedImage	447	87.532	66	119
1026	correctedImage	1532	113.119	66	154
1027	correctedImage	3	66.667	66	67
1028	correctedImage	10	68.100	66	71
1029	correctedImage	376	152.008	67	175
1030	correctedImage	1	66.000	66	66
1031	correctedImage	7	66.429	66	68
1032	correctedImage	1200	117.608	66	168
1033	correctedImage	24	67.458	66	70
1034	correctedImage	498	111.243	66	153
1035	correctedImage	1406	112.018	66	162
1036	correctedImage	264	84.057	66	114
1037	correctedImage	32	67.500	66	71
1038	correctedImage	1097	94.397	66	158
1039	correctedImage	294	88.772	66	123
1040	correctedImage	532	120.425	66	172
1041	correctedImage	96	72.052	66	88
1042	correctedImage	42	70.310	66	76
1043	correctedImage	956	101.460	66	161
1044	correctedImage	831	95.136	66	147
1045	correctedImage	72	70.833	66	78
1046	correctedImage	1	66.000	66	66
1047	correctedImage	1	66.000	66	66
1048	correctedImage	499	91.124	66	124
1049	correctedImage	3	67.333	67	68
1050	correctedImage	444	76.234	66	108
1051	correctedImage	2965	104.426	66	172
1052	correctedImage	274	82.077	66	100
1053	correctedImage	282	99.989	66	144
1054	correctedImage	309	97.744	67	127
1055	correctedImage	21	71.333	66	78
1056	correctedImage	2	67.000	66	68
1057	correctedImage	3	67.000	67	67
1058	correctedImage	240	74.925	66	90
1059	correctedImage	1	66.000	66	66
1060	correctedImage	307	75.866	66	86
1061	correctedImage	1	67.000	67	67
1062	correctedImage	84	69.452	66	79
1063	correctedImage	170	72.988	66	87
1064	correctedImage	3308	109.369	66	165
1065	correctedImage	335	94.866	66	134
1066	correctedImage	6	66.333	66	67
1067	correctedImage	6	67.833	66	71
1068	correctedImage	1	66.000	66	66
1069	correctedImage	1	67.000	67	67
1070	correctedImage	2687	118.119	66	167
1071	correctedImage	364	114.621	66	161
1072	correctedImage	339	123.118	66	175
1073	correctedImage	395	117.587	66	160
1074	correctedImage	1	66.000	66	66
1075	correctedImage	434	103.813	66	159
1076	correctedImage	13	69.923	66	74
1077	correctedImage	389	125.997	66	164
1078	correctedImage	66	70.242	66	78
1079	correctedImage	797	94.551	66	150
1080	correctedImage	1111	104.433	66	170
1081	correctedImage	235	82.272	66	109
1082	correctedImage	347	91.599	66	126
1083	correctedImage	5251	129.458	66	200
1084	correctedImage	281	85.409	66	126
1085	correctedImage	268	87.560	66	113
1086	correctedImage	165	76.545	66	90
1087	correctedImage	2	66.000	66	66
1088	correctedImage	23	68.652	66	74
1089	correctedImage	1	67.000	67	67
1090	correctedImage	632	88.778	66	124
1091	correctedImage	97	70.299	66	76
1092	correctedImage	58	72.379	66	87
1093	correctedImage	1464	117.322	66	155
1094	correctedImage	1	67.000	67	67
1095	correctedImage	1	66.000	66	66
1096	correctedImage	436	91.805	66	120
1097	correctedImage	179	72.291	66	84
1098	correctedImage	59	68.983	66	76
1099	correctedImage	275	72.262	66	91
1100	correctedImage	2	66.000	66	66
1101	correctedImage	1	66.000	66	66
1102	correctedImage	21	70.667	66	80
1103	correctedImage	4	66.250	66	67
1104	correctedImage	533	87.672	66	123
1105	correctedImage	2885	121.441	66	157
1106	correctedImage	1	67.000	67	67
1107	correctedImage	16	67.000	66	70
1108	correctedImage	2	66.000	66	66
1109	correctedImage	8	67.125	66	68
1110	correctedImage	192	76.130	66	102
1111	correctedImage	1	66.000	66	66
1112	correctedImage	9	67.444	66	70
1113	correctedImage	348	118.121	66	178
1114	correctedImage	1243	113.047	66	163
1115	correctedImage	2876	97.102	66	163
1116	correctedImage	12	66.500	66	69
1117	correctedImage	38	69.842	66	76
1118	correctedImage	11	67.364	66	70
1119	correctedImage	1	68.000	68	68
1120	correctedImage	438	93.005	66	151
1121	correctedImage	244	79.570	66	95
1122	correctedImage	654	108.434	66	163
1123	correctedImage	8	70.000	66	73
1124	correctedImage	7	67.714	66	69
1125	correctedImage	2	66.000	66	66
1126	correctedImage	480	102.238	66	149
1127	correctedImage	798	116.675	66	158
1128	correctedImage	4	67.000	66	68
1129	correctedImage	1070	122.540	66	180
1130	correctedImage	4	66.250	66	67
1131	correctedImage	2	66.000	66	66
1132	correctedImage	1528	118.567	66	164
1133	correctedImage	2	67.000	66	68
1134	correctedImage	323	102.944	66	133
1135	correctedImage	15	67.933	66	72
1136	correctedImage	155	70.884	66	88
1137	correctedImage	845	116.361	66	175
1138	correctedImage	256	78.348	66	94
1139	correctedImage	10	68.600	66	73
1140	correctedImage	264	86.356	66	111
1141	correctedImage	9	69.000	66	72
1142	correctedImage	245	75.106	66	94
1143	correctedImage	248	71.935	66	87
1144	correctedImage	327	112.220	68	151
1145	correctedImage	558	74.428	66	93
1146	correctedImage	1050	94.898	66	146
1147	correctedImage	706	103.028	66	148
1148	correctedImage	1956	112.272	66	209
1149	correctedImage	1619	126.636	66	179
1150	correctedImage	1017	97.466	66	145
1151	correctedImage	620	118.653	66	165
1152	correctedImage	393	148.201	66	183
1153	correctedImage	853	91.653	66	141
1154	correctedImage	158	76.468	66	95
1155	correctedImage	1	66.000	66	66
1156	correctedImage	2083	135.617	66	164
1157	correctedImage	165	74.758	66	99
1158	correctedImage	509	105.360	66	147
1159	correctedImage	14	70.857	66	78
1160	correctedImage	13	71.077	66	77
1161	correctedImage	1	66.000	66	66
1162	correctedImage	208	75.471	66	92
1163	correctedImage	8	67.250	66	69
1164	correctedImage	1	66.000	66	66
1165	correctedImage	751	105.916	66	151
1166	correctedImage	384	100.672	66	143
1167	correctedImage	8	67.625	66	70
1168	correctedImage	850	108.841	66	170
1169	correctedImage	11	68.182	66	71
1170	correctedImage	1869	113.940	66	158
1171	correctedImage	22	70.364	66	75
1172	correctedImage	199	79.497	66	100
1173	correctedImage	303	77.089	66	98
1174	correctedImage	524	88.208	66	114
1175	correctedImage	170	74.835	66	96
1176	correctedImage	204	72.025	66	95
1177	correctedImage	1157	96.238	66	145
1178	correctedImage	455	116.637	66	168
1179	correctedImage	259	86.506	66	114
1180	correctedImage	2	67.000	67	67
1181	correctedImage	460	88.696	66	129
1182	correctedImage	365	81.025	66	102
1183	correctedImage	1000	129.591	66	173
1184	correctedImage	1116	115.991	66	165
1185	correctedImage	1	67.000	67	67
1186	correctedImage	9	67.778	66	69
1187	correctedImage	82	72.037	66	84
1188	correctedImage	697	118.198	66	166
1189	correctedImage	3265	124.168	66	180
1190	correctedImage	7	66.857	66	68
1191	correctedImage	353	125.745	66	164
1192	correctedImage	801	121.017	66	206
1193	correctedImage	1	66.000	66	66
1194	correctedImage	16	69.750	66	76
1195	correctedImage	331	119.181	66	175
1196	correctedImage	247	85.789	66	125
1197	correctedImage	1	66.000	66	66
1198	correctedImage	803	107.369	66	158
1199	correctedImage	2025	111.669	66	164
1200	correctedImage	1	66.000	66	66
1201	correctedImage	1	66.000	66	66
1202	correctedImage	1177	115.312	66	181
1203	correctedImage	3112	108.094	66	187
1204	correctedImage	1953	119.246	66	210
1205	correctedImage	2	66.500	66	67
1206	correctedImage	240	75.475	66	86
1207	correctedImage	265	86.411	67	110
1208	correctedImage	302	100.566	66	124
1209	correctedImage	1	67.000	67	67
1210	correctedImage	40	70.825	66	81
1211	correctedImage	476	92.277	66	136
1212	correctedImage	1386	130.212	66	169
1213	correctedImage	272	82.438	66	120
1214	correctedImage	532	85.295	66	113
1215	correctedImage	1639	124.850	66	204
1216	correctedImage	531	113.855	66	184
1217	correctedImage	276	80.101	66	99
1218	correctedImage	1246	89.056	66	129
1219	correctedImage	274	83.172	66	114
1220	correctedImage	577	112.570	66	158
1221	correctedImage	2411	118.409	66	160
1222	correctedImage	348	94.733	66	122
1223	correctedImage	179	75.453	66	97
1224	correctedImage	1	68.000	68	68
1225	correctedImage	4	67.750	67	69
1226	correctedImage	196	73.653	66	96
1227	correctedImage	369	140.862	66	165
1228	correctedImage	1087	123.135	66	174
1229	correctedImage	517	132.074	66	168
1230	correctedImage	314	98.723	66	140
1231	correctedImage	1843	114.963	66	217
1232	correctedImage	1446	126.503	66	166
1233	correctedImage	246	75.175	66	93
1234	correctedImage	3	66.333	66	67
1235	correctedImage	93	73.097	66	88
1236	correctedImage	180	77.044	66	105
1237	correctedImage	13	67.769	66	71
1238	correctedImage	1177	113.235	66	177
1239	correctedImage	39	70.590	66	80
1240	correctedImage	656	106.941	66	164
1241	correctedImage	2	66.500	66	67
1242	correctedImage	268	77.817	66	100
1243	correctedImage	578	119.742	66	161
1244	correctedImage	8	67.125	66	69
1245	correctedImage	2	66.500	66	67
1246	correctedImage	587	100.598	66	153
1247	correctedImage	348	121.865	66	183
1248	correctedImage	1	66.000	66	66
1249	correctedImage	1391	106.336	66	174
1250	correctedImage	84	74.369	66	97
1251	correctedImage	497	92.690	66	142
1252	correctedImage	16	69.812	66	78
1253	correctedImage	3	67.000	66	68
1254	correctedImage	360	147.772	67	208
1255	correctedImage	456	93.643	66	138
1256	correctedImage	857	147.460	66	215
1257	correctedImage	1611	113.435	66	202
1258	correctedImage	1338	123.217	66	173
1259	correctedImage	567	97.628	66	144
1260	correctedImage	301	89.864	66	115
1261	correctedImage	313	109.157	66	159
1262	correctedImage	321	102.717	66	143
1263	correctedImage	1	66.000	66	66
1264	correctedImage	529	103.382	66	150
1265	correctedImage	759	108.252	66	167
1266	correctedImage	1	66.000	66	66
1267	correctedImage	968	111.149	66	184
1268	correctedImage	2	66.500	66	67
1269	correctedImage	6	67.833	66	70
1270	correctedImage	3	66.000	66	66
1271	correctedImage	952	117.276	66	164
1272	correctedImage	1354	126.866	66	181
1273	correctedImage	5	66.400	66	67
1274	correctedImage	383	81.452	66	104
1275	correctedImage	561	98.900	66	144
1276	correctedImage	223	78.565	66	102
1277	correctedImage	980	117.665	66	165
1278	correctedImage	33	74.636	66	87
1279	correctedImage	698	139.552	66	177
1280	correctedImage	298	95.889	68	123
1281	correctedImage	855	96.074	66	127
1282	correctedImage	2	67.000	67	67
1283	correctedImage	204	73.686	66	88
1284	correctedImage	3	66.333	66	67
1285	correctedImage	18	67.556	66	70
1286	correctedImage	4	66.250	66	67
1287	correctedImage	421	135.748	66	190
1288	correctedImage	15	67.600	66	70
1289	correctedImage	321	105.885	66	146
1290	correctedImage	145	72.028	66	85
1291	correctedImage	278	87.770	66	114
1292	correctedImage	1	66.000	66	66
1293	correctedImage	312	81.167	66	101
1294	correctedImage	10	68.700	66	72
1295	correctedImage	2	66.500	66	67
1296	correctedImage	13	70.154	66	76
